date,Firm,Sample,Turnout,Spanish_Socialist_Workers%27_Party,People%27s_Party_(Spain),Vox_(political_party),Unidas_Podemos,Citizens_(Spanish_political_party),Republican_Left_of_Catalonia%E2%80%93Sovereigntists,M%C3%A1s_Pa%C3%ADs,Together_for_Catalonia_(2020),Basque_Nationalist_Party,EH_Bildu,Popular_Unity_Candidacy,Canarian_Coalition%E2%80%93New_Canaries,Galician_Nationalist_Bloc,Navarra_Suma,Regionalist_Party_of_Cantabria,Teruel_Existe,Lead,Together_for_Catalonia_(2017)
2020-09-11,ElectoPanel/Electomanía[350],1227,NA,27,20.3,16.6,11.1,8.6,3.4,2.2,1.3,1.2,0.7,0.5,0.6,0.4,0.2,0.1,6.7,NA,2.711
2020-09-11,Simple Lógica[351],1065,63.4,28.1,22.1,15.8,12.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
2020-09-07,CIS (SocioMétrica)[a][352],2904,61.8,28.5,19.1,15,12.3,9.7,2.5,1.6,1.5,0.9,0.6,0.3,0.9,0.4,0.1,NA,9.4,NA,1.5
2020-09-07,CIS[353][354][355],2904,NA,31.5,18.1,11.7,12.2,10.6,2.8,1.5,1.2,0.8,0.6,0.6,0.8,0.5,0.2,NA,13.4,NA,1.77
2020-09-06,Sigma Dos/Antena 3[356],NA,NA,28.9,25.3,13.5,12.1,6.2,3.3,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,3.6,NA,1.6
2020-09-03,ElectoPanel/Electomanía[357],1240,NA,27.5,20.8,16.4,10.6,8.2,3.4,2.3,1.4,1.2,0.7,0.5,0.7,0.4,0.2,0.1,6.7,NA,2.710
2020-08-30,SocioMétrica/El Español[358],1620,NA,27.3,24.1,14.3,9.6,8.7,3.4,2.3,1.7,1.3,0.8,0.6,0.6,0.4,0.2,0.1,3.2,NA,2.710
2020-08-29,NC Report/La Razón[359][360],1000,62.1,26.9,24.7,15,10.7,5.7,3.5,2.4,1.5,1.3,NA,NA,NA,NA,NA,NA,2.2,NA,2.58/9
2020-08-27,ElectoPanel/Electomanía[361],1430,NA,27.4,21.4,15.8,11.5,7.5,3.5,2.1,1.4,1.2,0.7,0.5,0.7,0.4,0.2,0.1,6,NA,2.710
2020-08-21,SW Demoscopia[362],1001,NA,28.7,20.2,15.9,11.4,9.5,3.6,1.2,1.5,1.3,NA,NA,NA,NA,NA,NA,8.5,NA,2.5?
2020-08-21,ElectoPanel/Electomanía[363],1520,NA,27.2,22.1,15.3,11.2,7.4,3.5,2.1,1.3,1.2,0.7,0.5,0.7,0.4,0.2,0.1,5.1,NA,2.811
2020-08-13,ElectoPanel/Electomanía[364],1802,NA,26.7,22.9,14.7,11.5,7.2,3.6,2.1,1.3,1.3,0.7,0.5,0.7,0.4,0.2,0.1,3.8,NA,2.911
2020-08-06,Simple Lógica[365],1046,65.1,29.2,22.9,13.5,11.4,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA
2020-08-06,ElectoPanel/Electomanía[366],2150,NA,26.8,23,14.1,11.6,7.7,3.8,2.1,1.3,1.3,0.6,0.5,0.7,0.4,0.2,0.1,3.8,NA,3.011
2020-08-04,ElectoPanel/Electomanía[367],1530,NA,27.5,23.1,14.1,10.6,7.9,3.7,2.1,1.4,1.3,0.6,0.5,0.7,0.4,0.2,0.1,4.4,NA,2.811
2020-07-31,Celeste-Tel/eldiario.es[368],1100,64.1,28.7,24.4,14.6,11.9,5.3,3.5,2.2,1.6,1.2,1,0.6,0.9,0.4,0.2,0.1,4.3,NA,2.28
2020-07-31,ElectoPanel/Electomanía[369],1700,NA,28.9,23,14.2,10,7.7,3.7,1.9,1.4,1.3,0.6,0.5,0.7,0.4,0.2,0.1,5.9,NA,2.49
2020-07-26,Metroscopia[66][348][370],NA,NA,29.7,24.8,13,10.7,5.3,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA
2020-07-24,InvyMark/laSexta[371],NA,NA,29.1,21.4,14,11.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA
2020-07-24,ElectoPanel/Electomanía[372],1500,NA,29.1,22.7,14.1,9.9,7.9,3.8,2,1.4,1.3,0.6,0.5,0.7,0.4,0.2,0.1,6.4,NA,2.49
2020-07-19,CIS[373][374][375],2926,NA,32.4,19.4,12.3,12.6,8.7,2.8,1.6,1,1,0.5,0.5,0.8,0.4,0.3,0,13,NA,1.35
2020-07-18,NC Report/La Razón[376][377],1000,62.2,26.4,25.2,14.9,10.7,5.5,3.6,2.1,1.6,1.3,NA,NA,NA,0.4,NA,NA,1.2,NA,2.48/9
2020-07-17,KeyData/Público[378],NA,68,27.7,23.7,12.9,12.4,7.2,3.6,1.9,1.7,1.2,0.9,0.5,NA,NA,NA,NA,4,NA,2.39
2020-07-17,ElectoPanel/Electomanía[379],1500,NA,27.5,23.4,14.5,10.3,7.5,3.6,2.1,1.4,1.3,0.7,0.5,0.7,0.4,0.2,0.1,4.1,NA,2.710
2020-07-14,GAD3/ABC[380][381],2300,NA,29.1,27.6,11.2,10.1,5.2,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,?8
2020-07-10,ElectoPanel/Electomanía[382],3700,NA,26.6,22.9,15,11.2,8.6,3.7,1.9,1.4,1.2,0.7,0.5,0.5,0.3,0.2,0.1,3.7,NA,2.811
2020-07-09,IMOP/CIS[383][384][385],3032,NA,32.1,21.2,11.6,12.1,8.8,2.7,0.9,1.3,0.8,0.6,0.4,0.7,0.4,0.1,0,10.9,NA,1.56
2020-07-08,Simple Lógica[386],1035,64.1,29.1,21.8,15,12.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA
2020-07-02,ElectoPanel/Electomanía[387],3100,NA,26.3,23.5,14.6,11.9,8.5,3.5,1.9,1.3,1.2,0.8,0.5,0.5,0.4,0.2,0.1,2.8,NA,2.611
2020-06-27,DYM/Henneo[388][389],1000,NA,26,22.4,15.1,11.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA
2020-06-26,GESOP[390][391],750,NA,28.5,23.5,13,13.5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2.08
2020-06-26,InvyMark/laSexta[392],NA,NA,27.8,21,14.1,12.8,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA
2020-06-26,ElectoPanel/Electomanía[393],3220,NA,26.3,24.2,14.2,11.7,8,3.5,2,1.3,1.2,0.8,0.5,0.5,0.4,0.2,0.1,2.1,NA,2.611
2020-06-19,Demoscopia y Servicios/ESdiario[394],1000,NA,25,24.2,15.1,13.7,6.2,3.1,1.5,1.5,1.4,1,0.4,0.6,0.4,0.3,0.1,0.8,NA,2.811
2020-06-19,ElectoPanel/Electomanía[395],3530,NA,25.5,24.6,14.2,11.8,8.2,3.6,1.9,1.3,1.2,0.8,0.5,0.5,0.4,0.2,0.1,0.9,NA,2.611
2020-06-17,Sigma Dos/El Mundo[396][397],1000,NA,28.7,26,11.7,12,8.3,3.1,1.2,1.9,NA,NA,NA,NA,NA,NA,NA,2.7,NA,2.0
2020-06-15,Metroscopia[66],NA,NA,29.4,22.8,14.3,11.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA
2020-06-13,NC Report/La Razón[398][399],1000,61.7,26,25.1,14.8,12.1,5.6,3.7,1.9,1.6,1.3,1,0.5,0.5,0.4,0.3,0.1,0.9,NA,2.48/9
2020-06-12,ElectoPanel/Electomanía[400],2000,NA,25.9,24.7,14.1,11.7,7.9,3.6,2,1.3,1.2,0.8,0.5,0.5,0.4,0.2,0.1,1.2,NA,2.610
2020-06-09,CIS (SocioMétrica)[a][401],4258,65.1,31.2,21.8,13,11.4,9,2.4,2,1.4,0.9,0.8,0.4,0.5,0.2,0.1,NA,9.4,NA,1.3
2020-06-09,IMOP/CIS[402][403][404],4258,NA,31.2,20,12.5,11.4,9.4,2.6,1.3,1.4,0.9,0.7,0.4,0.6,0.3,0.1,0,11.2,NA,1.24
2020-06-05,Simple Lógica[405],1012,62.7,29.9,21.7,15.1,12,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA
2020-06-05,Celeste-Tel/eldiario.es[406][407],1100,61.9,27,23.1,15.2,12.3,6.7,3.8,1.8,1.6,1.2,0.9,0.5,0.5,0.4,0.3,0.1,3.9,NA,2.48
2020-06-05,GAD3/ABC[408][409],3104,NA,28.3,25.4,11.2,10.5,7.6,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,?9
2020-06-03,ElectoPanel/Electomanía[410],1400,NA,25.6,25.1,14,11.7,7.8,3.6,1.9,1.3,1.2,0.8,0.5,0.5,0.4,0.2,0.1,0.5,NA,2.611
2020-05-31,ElectoPanel/Electomanía[411],2200,NA,26.2,25.6,13.8,11.5,7.2,3.6,1.8,1.2,1.2,0.8,0.5,0.5,0.4,0.2,0.1,0.6,NA,2.711
2020-05-29,SocioMétrica/El Español[412][413],1872,NA,26.9,24.4,14.6,10.9,7.9,3.6,1.4,1.6,1,0.7,0.6,NA,0.4,0.3,0.1,2.5,NA,2.39
2020-05-29,InvyMark/laSexta[414],NA,NA,26.9,20,15.5,13.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA
2020-05-24,DYM/Henneo[415][416],1041,NA,25.1,22,15.8,11.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA
2020-05-23,ElectoPanel/Electomanía[417],4500,NA,26.4,25.4,13.9,11.5,7.2,3.4,1.9,1.4,1.1,0.8,0.5,0.5,0.4,0.2,0.1,1,NA,2.711
2020-05-17,KeyData/Público[418],NA,65.3,27.8,23.3,14.1,12.1,6.8,3.5,1.6,1.6,1.1,1,0.5,NA,NA,NA,NA,4.5,NA,2.28
2020-05-17,Sigma Dos/Antena 3[419][420],NA,NA,29.7,26.4,11.8,11.4,6,3.6,1,1.9,NA,NA,NA,NA,NA,NA,NA,3.3,NA,1.9
2020-05-16,NC Report/La Razón[421][422],1000,62.1,26,24.9,14.6,12.5,5.2,3.6,NA,1.7,1.2,NA,NA,NA,NA,NA,NA,1.1,NA,2.68/9
2020-05-15,Hamalgama Métrica/OKDiario[423][424][425],1000,NA,26.1,25.4,15.3,11.6,4,3.7,1.5,1.6,1.2,NA,NA,NA,0.4,NA,NA,0.7,NA,2.48
2020-05-15,GESOP/El Periódico[426][427][428],750,NA,27.5,22.8,14,11.3,6.5,3.4,NA,1.8,1.2,NA,NA,NA,NA,NA,NA,4.7,NA,2.18
2020-05-15,SW Demoscopia/Grupo Viva[429][430],2000,NA,28.1,21.2,15.8,11.8,8.9,3.7,1.5,1.5,0.9,0.8,0.4,NA,0.4,0.2,NA,6.9,NA,2.4?
2020-05-14,GIPEyOP[431][432],8387,64.9,27.3,21.2,15.8,13,5.6,3.8,2.3,1.5,1.5,1.4,0.7,0.9,0.6,NA,NA,6.1,NA,1.87
2020-05-13,Metroscopia[66][433][434][435],NA,NA,28.3,24,13.1,11.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA
2020-05-13,ElectoPanel/Electomanía[436],1738,NA,26.1,25.3,14.1,11.4,7.4,3.3,1.8,1.3,1.2,0.8,0.5,0.6,0.4,0.3,0.1,0.8,NA,2.711
2020-05-13,CIS (SocioMétrica)[a][437],3800,68.1,29.8,22.3,11.8,12,9.9,2.7,2,1.3,0.7,0.8,0.4,0.5,0.4,0.3,0.1,7.5,NA,1.3
2020-05-13,Intercampo/CIS[438][439][440],3800,NA,31.1,20.3,11.3,11.5,10.5,2.9,1.4,1.3,0.7,0.7,0.4,0.5,0.3,0.2,0.1,10.8,NA,1.24
2020-05-09,Demoscopia y Servicios/ESdiario[441],1200,NA,25.1,23.9,15.2,13.6,6.4,3.2,1.4,1.5,1.3,1.2,0.4,0.5,0.4,0.3,0.1,1.2,NA,2.710
2020-05-08,SW Demoscopia[442],1104,NA,28.4,20.3,16.2,12,9,3.5,1.2,1.5,0.9,0.8,0.4,NA,0.4,0.2,NA,8.1,NA,2.3?
2020-05-08,Celeste-Tel/eldiario.es[443],1100,62.3,27.4,22.2,15.6,12.9,6.5,3.7,1.6,1.6,1.2,0.8,0.4,0.5,0.4,0.3,0.1,5.2,NA,2.58
2020-05-08,Simple Lógica[444],1019,63.8,30.8,21.7,11.8,12.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA
2020-05-08,GAD3/ABC[445][446],1004,66,28.7,27.1,11.7,10.9,5.9,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,?7
2020-05-07,ElectoPanel/Electomanía[447],4753,NA,26.3,24.9,14.1,11.4,7.6,3.3,1.8,1.3,1.2,0.8,0.5,0.6,0.4,0.3,0.1,1.4,NA,2.711
2020-05-04,Sináptica/Público[448],1001,NA,25.1,22.3,15.7,13.1,7.5,3.3,2.2,1.2,1.6,1.3,NA,NA,NA,NA,NA,2.8,NA,2.6
2020-05-01,InvyMark/laSexta[449],NA,NA,27.9,20.4,17,12.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA
2020-04-30,NC Report/La Razón[450][451],1000,62.5,26.3,23.2,15.4,13,6.2,3.5,1.7,1.6,1.1,0.9,0.5,0.5,0.4,0.3,0.1,3.1,NA,2.79/10
2020-04-29,ElectoPanel/Electomanía[452],1480,NA,27.4,23.8,14.2,11.4,7.3,3.4,1.8,1.4,1.2,0.9,0.5,0.6,0.4,0.3,0.1,3.6,NA,2.710
2020-04-25,DYM/Henneo[453][454],1000,NA,25.1,22.4,15.3,12.1,7.8,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA
2020-04-24,SocioMétrica/El Español[455],1200,NA,28.2,25.4,14.5,11,7.5,3.2,1.2,1.5,1,0.7,0.3,0.4,0.3,0.3,0.1,2.8,NA,2.49
2020-04-24,Metroscopia[66][348],NA,NA,26.7,25.1,13.6,12,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA
2020-04-22,ElectoPanel/Electomanía[456],1500,NA,28.3,23.7,13.8,11.6,7.1,3.6,1.7,1.3,1.2,0.9,0.5,0.6,0.4,0.3,0.1,4.6,NA,2.49
2020-04-17,KeyData/Público[457],NA,69.3,28.2,22.3,14.5,12.4,6.4,3.4,1.9,1.5,1,1,0.4,NA,NA,NA,NA,5.9,NA,2.07
2020-04-17,Hamalgama Métrica/OKDiario[458][459],1000,63.4,26.8,22.7,15,13.4,5.3,3.6,1.6,1.6,1.2,NA,NA,NA,NA,NA,NA,4.1,NA,2.58
2020-04-15,Sigma Dos/El Mundo[460],1000,NA,31.7,25.4,11.9,11.5,5.4,3.6,1.3,1.9,NA,NA,NA,NA,NA,NA,NA,6.3,NA,1.9
2020-04-14,ElectoPanel/Electomanía[461],3500,NA,28.1,23.6,13.9,11.5,7.5,3.6,1.8,1.3,1.1,0.9,0.5,0.6,0.4,0.3,0.1,4.5,NA,2.49
2020-04-07,ElectoPanel/Electomanía[462],2115,NA,25.9,23.5,14.3,11.9,8.3,3.7,1.9,1.4,1.2,0.9,0.6,0.6,0.4,0.3,0.1,2.4,NA,2.59
2020-04-07,Simple Lógica[463],1057,64.5,28.2,22.2,16,11,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
2020-04-07,Celeste-Tel/eldiario.es[464],1100,62.6,27.9,20.5,16.3,13.7,6.9,3.7,1.7,1.5,1.2,1,0.5,0.5,0.4,0.3,0.1,7.4,NA,2.38
2020-04-07,CIS (SocioMétrica)[a][465],3000,69,30.6,23,13.9,12.3,7.1,3.6,1.2,1.3,0.6,0.5,0.3,0.4,0.4,0.2,0.1,7.6,NA,1.4
2020-04-07,Intercampo/CIS[466][467],3000,NA,31.2,21.1,13,12,7.6,3.3,1.5,1.2,0.5,0.6,0.4,0.5,0.3,0.2,0.1,10.1,NA,1.4
2020-04-01,Sigma Dos/Antena 3[468],NA,NA,32.2,24.3,13.8,11,4.4,3.7,1.5,1.8,NA,NA,NA,NA,NA,NA,NA,7.9,NA,1.9
2020-03-31,SW Demoscopia[469],1102,NA,25.5,21.6,16.9,12.6,5.1,3.8,2.3,1.7,1.2,0.9,0.6,NA,0.5,0.3,NA,3.9,NA,2.6?
2020-03-30,KeyData/Público[470],NA,69.3,27.9,20.8,16,13.6,6.2,3.5,2,1.6,1,1,0.5,NA,NA,NA,NA,7.1,NA,2.18
2020-03-30,ElectoPanel/Electomanía[471],2500,NA,25.2,23.2,14.2,12,8.9,3.8,2,1.3,1.2,0.9,0.6,0.7,0.4,0.2,0.1,2,NA,2.610
2020-03-27,DYM/Henneo[472][473],1001,NA,26.8,23.1,14.4,11.8,7.2,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA
2020-03-26,SyM Consulting/La Nueva Crónica[474],3104,70.7,26.2,19.9,15.7,11.8,5.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA
2020-03-17,Demoscopia y Servicios/ESdiario[475],1000,65.2,24.5,23.4,14.5,13.6,8.3,3,1.3,1.6,1.2,1.3,0.5,0.5,0.4,0.3,0.1,1.1,NA,2.89
2020-03-13,ElectoPanel/Electomanía[476],1200,NA,25.5,21.7,15.1,13.4,7.8,3.8,1.8,1.4,1.2,1,0.5,0.8,0.4,0.3,0.1,3.8,NA,2.710
2020-03-13,CIS[477][478],3912,NA,31.9,19.6,14.8,12.9,7.2,2.4,1.2,1.5,1.2,0.5,0.4,0.6,0.4,0.1,0.1,12.3,NA,1.2
2020-03-06,Simple Lógica[479],1029,67.6,27.7,20.9,15.1,14.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA
2020-03-06,InvyMark/laSexta[480],NA,NA,28.8,21.1,17.6,13.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA
2020-03-05,SocioMétrica/El Español[481],NA,NA,27.9,21,16.4,12.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA
2020-03-05,KeyData/Público[482],NA,71.2,27.7,20.6,16,13.6,6,3.4,1.9,1.6,0.9,0.9,0.5,NA,NA,NA,NA,7.1,NA,2.19
2020-03-05,ElectoPanel/Electomanía[483],1250,NA,27.7,20.3,17,13.2,5.5,3.7,1.9,1.4,1.1,0.9,0.5,0.5,0.4,0.3,0.1,7.4,NA,2.710
2020-02-28,SW Demoscopia[484],1302,NA,27.8,19.7,18.8,13.2,3.9,3.6,2.4,1.6,1.1,1,0.6,NA,0.4,0.3,NA,8.1,NA,2.3?
2020-02-25,ElectoPanel/Electomanía[485],1250,NA,27.7,20.4,17,13.3,5.3,3.6,1.8,1.5,1.1,0.9,0.5,0.5,0.4,0.2,0.1,7.3,NA,2.710
2020-02-21,InvyMark/laSexta[486],NA,NA,29.1,21,17,13.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA
2020-02-15,Metroscopia[66],NA,NA,26.9,21,16.2,13.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA
2020-02-14,NC Report/La Razón[487][488],1000,62.9,26.9,22.2,16.1,13.2,5.6,3.4,1.7,1.5,1.1,0.9,0.5,0.5,0.5,0.3,0.1,4.7,NA,2.910/11
2020-02-11,Simple Lógica[489],1073,67.5,28.5,17.6,16.1,14,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA
2020-02-11,CIS (SocioMétrica)[a][490],2957,65.1,28.2,19.9,14.2,14,8.2,3.6,2.3,1.4,1.2,1,0.2,0.5,0.3,0.1,0.1,8.3,NA,2.0
2020-02-11,CIS[491][492],2957,NA,30.9,18.9,13.4,13.6,8.1,3.3,1.6,1.3,1.1,1,0.2,0.7,0.3,0.1,0.1,12,NA,1.8
2020-02-07,Celeste-Tel/eldiario.es[493],1100,63.8,27.6,20.2,16.9,13.5,6.2,3.3,2,1.5,1.1,1,0.5,0.5,0.4,0.3,0.1,7.4,NA,2.79
2020-02-05,ElectoPanel/Electomanía[494],1490,NA,27.2,19.9,16.8,13.4,6.1,3.7,1.8,1.5,1.1,0.9,0.5,0.5,0.4,0.2,0.1,7.3,NA,2.710
2020-02-01,ElectoPanel/Electomanía[495],1250,NA,26.7,19.8,16.9,13.6,6.8,3.4,1.8,1.5,1.1,0.8,0.5,0.5,0.4,0.2,0.1,6.9,NA,3.012
2020-01-31,InvyMark/laSexta[496],NA,NA,29.7,20.4,16.8,13.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA
2020-01-31,SW Demoscopia[497],1307,NA,27,19.4,18.7,13.7,4.7,3.8,2.2,1.6,1,1.1,0.6,NA,0.4,0.3,NA,7.6,NA,2.3?
2020-01-29,Metroscopia[498][499],4237,NA,26.8,20.5,15.3,13.3,6.1,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA
2020-01-23,ElectoPanel/Electomanía[500],1250,NA,26.3,19.4,17.1,13.7,6.8,3.7,1.8,1.5,1.2,0.9,0.5,0.5,0.4,0.2,0.1,6.9,NA,2.711
2020-01-21,KeyData/Público[501],NA,69,27.7,21,15.6,14,5.8,3.4,1.8,1.6,1.1,0.9,0.6,NA,NA,NA,NA,6.7,NA,2.39
2020-01-18,SocioMétrica/El Español[502],1100,NA,27.7,21.2,16.3,12.5,5.5,3.6,2.1,1.6,1.1,1,0.5,0.5,0.4,0.3,0.1,6.5,NA,2.2?
2020-01-17,InvyMark/laSexta[503],NA,NA,30.3,20.2,16.6,13.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA
2020-01-17,NC Report/La Razón[504][505],1000,63.5,26.7,22.1,16.1,13.4,5.4,3.3,1.8,1.5,1,1.1,0.5,0.5,0.5,0.3,0.1,4.6,NA,2.68/9
2020-01-15,ElectoPanel/Electomanía[506],2500,NA,26.4,19.1,16.9,14,7.2,3.7,1.8,1.5,1.2,0.8,0.5,0.5,0.4,0.2,0.1,7.3,NA,2.710
2020-01-13,CIS (Kiko Llaneras)[a][507],2929,NA,28,22,14.5,12.5,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
2020-01-13,CIS (SocioMétrica)[a][508],2929,66.5,27.4,21.7,14.4,13.1,7.1,3.5,1.5,1.6,1.3,1,0.4,0.4,0.1,0,0.1,5.7,NA,1.8
2020-01-13,CIS[509][510],2929,NA,30.4,19.9,13.4,13.8,6.5,3.9,1.8,1.6,1.3,1,0.3,0.5,0.1,NA,0.1,10.5,NA,1.4
2020-01-10,Simple Lógica[511],1097,66.4,26.5,20.3,14.4,15.5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
2020-01-10,InvyMark/laSexta[512],NA,NA,29.9,20.7,16.4,13.3,4,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA
2020-01-10,GAD3/ABC[513][514],1000,NA,26.3,23.2,15,12.4,7.3,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,?9
2020-01-09,Celeste-Tel/eldiario.es[515],1100,64.1,27,20.3,16.4,13.9,6.1,3.2,2,1.4,1.1,1.3,0.5,0.5,0.4,0.3,0.1,6.7,NA,2.89
2020-01-08,ElectoPanel/Electomanía[516],1250,NA,26.6,19.1,17.1,14,6.8,3.6,1.8,1.5,1.2,0.8,0.5,0.5,0.4,0.2,0.1,7.5,NA,2.710
2020-01-02,SW Demoscopia[517],1304,NA,26.9,19.5,18.6,13.3,4.9,3.7,2.6,1.6,1.1,1,0.6,NA,0.4,0.3,NA,7.4,NA,2.2?
2020-01-02,ElectoPanel/Electomanía[518],1250,NA,26.8,19.9,16.7,14.2,6.6,3.4,1.8,1.6,1.2,0.9,0.5,0.5,0.4,0.3,0.1,6.9,NA,2.69
2019-12-28,ElectoPanel/Electomanía[519],1250,NA,26.6,20.4,16.2,13.7,6.8,3.3,1.6,NA,1.6,1.2,0.8,0.5,0.5,0.4,0.3,0.1,6.2,2.69
2019-12-27,Sigma Dos/El Mundo[520][521],1000,NA,27.5,20.1,16,15.4,4.8,3.5,2.3,NA,1.6,NA,NA,NA,NA,NA,NA,NA,7.4,2.0
2019-12-23,KeyData/Público[522],NA,74.3,26.4,20.4,15,12.8,6,3.4,1.8,NA,1.5,1.1,NA,0.5,NA,NA,NA,NA,6.0,1.97
2019-12-21,SocioMétrica/El Español[523],2160,NA,27.2,21.6,16.2,12.6,5.8,3.8,2,NA,1.8,1.1,0.9,0.6,0.5,0.3,0.3,0.1,5.6,2.610
2019-12-19,ElectoPanel/Electomanía[524],1250,NA,26.7,20.1,16.6,13.4,7.3,3.3,1.9,NA,1.6,1.2,0.8,0.5,0.5,0.4,0.3,0.1,6.6,2.69
2019-12-19,CIS[525][526],4800,NA,28.3,20,15.2,12.8,5.6,3.6,2.3,NA,1.6,1.1,1,0.5,0.5,0.4,0.3,0.1,8.3,2.2
2019-12-15,Metroscopia[66],NA,NA,27.3,22.5,16.3,13.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
2019-12-13,NC Report/La Razón[527][528],1000,64.9,27.1,21.6,15.6,13.1,5.8,3.5,2,NA,1.5,1.1,1.1,0.5,0.5,0.5,0.3,0.1,5.5,2.38/9
2019-12-13,InvyMark/laSexta[529],NA,NA,28.8,21.6,16.4,13.7,3.9,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA
2019-12-12,ElectoPanel/Electomanía[530],1250,NA,26.6,19.6,16.6,13.7,7.6,3.2,1.8,NA,1.6,1.1,0.7,0.5,0.5,0.4,0.3,0.1,7.0,2.710
2019-12-12,Simple Lógica[531],1064,64.9,27,20.5,13.8,16.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA
2019-12-05,ElectoPanel/Electomanía[532],1250,NA,26.8,19.5,16.5,13.8,7.1,3.1,1.7,NA,1.6,1.1,0.7,0.5,0.5,0.4,0.3,0.1,7.3,2.811
2019-11-27,ElectoPanel/Electomanía[533],1250,NA,26.3,19.3,16.7,13.6,7.7,3.5,2.1,NA,1.6,1.2,0.9,0.5,0.5,0.4,0.3,0.1,7.0,2.58
2019-11-27,GAD3/ABC[534],NA,NA,27.7,23,14.1,13,6.5,3.4,1.8,NA,1.6,1,1,0.5,0.7,0.4,0.2,0.1,4.7,2.08
2019-11-20,ElectoPanel/Electomanía[535],1250,NA,26.4,20.1,16.3,13.6,7.3,3.6,2.1,NA,1.6,1.1,1,0.5,0.5,0.4,0.3,0.1,6.3,2.28
2019-11-12,ElectoPanel/Electomanía[536][537],1510,NA,27.5,21.4,15.6,13.7,5.8,3.6,2,NA,1.6,1.2,1,0.5,0.5,0.4,0.3,0.1,6.1,2.28
2019-11-10,November 2019 general election,NA,66.2,28,20.8,15.1,12.9,6.8,3.6,2.4,NA,1.6,1.1,1,0.5,0.5,0.4,0.3,0.1,7.2,2.28
